Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Open source software-defined radio tools for education, research, and rapid prototyping","International Journal on Software Tools for Technology Transfer","","16","1","10.1007/s10009-012-0241-2","Jason SnyderDeepan SeeralanShereef SayedJeffery WilsonCarl B. DietrichStephen H. EdwardsJeffrey H. Reed","2014","http://link.springer.com/article/10.1007/s10009-012-0241-2","Article"
"Distributed transactional memory for general networks","Distributed Computing","","27","5","10.1007/s00446-014-0214-7","Gokarna SharmaCostas Busch","2014","http://link.springer.com/article/10.1007/s00446-014-0214-7","Article"
"Management of community contributions","Empirical Software Engineering","","20","1","10.1007/s10664-013-9284-6","Nicolas BettenburgAhmed E. HassanBram AdamsDaniel M. German","2015","http://link.springer.com/article/10.1007/s10664-013-9284-6","Article"
"Multi-Threaded Parallel I/O for OpenMP Applications","International Journal of Parallel Programming","","43","2","10.1007/s10766-014-0306-9","Kshitij MehtaEdgar Gabriel","2015","http://link.springer.com/article/10.1007/s10766-014-0306-9","Article"
"A practice-driven systematic review of dependency analysis solutions","Empirical Software Engineering","","16","5","10.1007/s10664-011-9158-8","Trosky B. Callo AriasPieter van der SpekParis Avgeriou","2011","http://link.springer.com/article/10.1007/s10664-011-9158-8","Article"
"Characteristics of multiple-component defects and architectural hotspots: a large system case study","Empirical Software Engineering","","16","5","10.1007/s10664-011-9155-y","Zude LiNazim H. MadhavjiSyed Shariyar MurtazaMechelle GittensAndriy V. MiranskyyDavid GodwinEnzo Cialini","2011","http://link.springer.com/article/10.1007/s10664-011-9155-y","Article"
"Domain-specific language for event-based compliance monitoring in process-driven SOAs","Service Oriented Computing and Applications","","7","1","10.1007/s11761-012-0121-3","Emmanuel MuloUwe ZdunSchahram Dustdar","2013","http://link.springer.com/article/10.1007/s11761-012-0121-3","Article"
"From misuse cases to mal-activity diagrams: bridging the gap between functional security analysis and design","Software & Systems Modeling","","13","1","10.1007/s10270-012-0240-5","Mohamed El-Attar","2014","http://link.springer.com/article/10.1007/s10270-012-0240-5","Article"
"Detection and resolution of conflicting change operations in version management of process models","Software & Systems Modeling","","12","3","10.1007/s10270-011-0226-8","Christian GerthJochen M. KüsterMarkus LuckeyGregor Engels","2013","http://link.springer.com/article/10.1007/s10270-011-0226-8","Article"
"Koko: an architecture for affect-aware games","Autonomous Agents and Multi-Agent Systems","","24","2","10.1007/s10458-010-9160-3","Derek J. SollenbergerMunindar P. Singh","2012","http://link.springer.com/article/10.1007/s10458-010-9160-3","Article"
"Formal modeling and analysis of resource management for cloud architectures: an industrial case study using Real-Time ABS","Service Oriented Computing and Applications","","8","4","10.1007/s11761-013-0148-0","Elvira AlbertFrank S. de BoerReiner HähnleEinar Broch JohnsenRudolf SchlatteS. Lizeth Tapia TarifaPeter Y. H. Wong","2014","http://link.springer.com/article/10.1007/s11761-013-0148-0","Article"
"An enterprise architecture framework for multi-attribute information systems analysis","Software & Systems Modeling","","13","3","10.1007/s10270-012-0288-2","Per NärmanMarkus BuschleMathias Ekstedt","2014","http://link.springer.com/article/10.1007/s10270-012-0288-2","Article"
"Graphs for Mining-Based Defect Localization in Multithreaded Programs","International Journal of Parallel Programming","","41","4","10.1007/s10766-012-0237-2","Christopher OßnerKlemens Böhm","2013","http://link.springer.com/article/10.1007/s10766-012-0237-2","Article"
"Mining temporal specifications from object usage","Automated Software Engineering","","18","3 - 4","10.1007/s10515-011-0084-1","Andrzej WasylkowskiAndreas Zeller","2011","http://link.springer.com/article/10.1007/s10515-011-0084-1","Article"
"Temporal databases: From theory to applications","Programming and Computer Software","","34","1","10.1134/S0361768808010015","B. A. NovikovE. A. Gorshkova","2011","http://link.springer.com/article/10.1134/S0361768808010015","Article"
"Efficient operating system switching using mode bit and hibernation mechanism","CSI Transactions on ICT","","1","1","10.1007/s40012-012-0005-x","Abhijeet KumarSaurabh SrivastavaR. H. Goudar","2013","http://link.springer.com/article/10.1007/s40012-012-0005-x","Article"
"Change-driven model transformations","Software & Systems Modeling","","11","3","10.1007/s10270-011-0197-9","Gábor BergmannIstván RáthGergely VarróDániel Varró","2012","http://link.springer.com/article/10.1007/s10270-011-0197-9","Article"
"User-Guided Dynamic Data Race Detection","International Journal of Parallel Programming","","43","2","10.1007/s10766-013-0296-z","Markus MetzgerXinmin TianWalfred Tedeschi","2015","http://link.springer.com/article/10.1007/s10766-013-0296-z","Article"
"Selected dynamic issues in software model checking","International Journal on Software Tools for Technology Transfer","","15","4","10.1007/s10009-012-0261-y","Viet Yen NguyenTheo C. Ruys","2013","http://link.springer.com/article/10.1007/s10009-012-0261-y","Article"
"SOA-enabled compliance management: instrumenting, assessing, and analyzing service-based business processes","Service Oriented Computing and Applications","","7","4","10.1007/s11761-013-0129-3","Carlos RodríguezDaniel SchleicherFlorian DanielFabio CasatiFrank LeymannSebastian Wagner","2013","http://link.springer.com/article/10.1007/s11761-013-0129-3","Article"
"Predicting defective modules in different test phases","Software Quality Journal","","23","2","10.1007/s11219-014-9230-x","Bora CaglayanAyse Tosun MisirliAyse Basar BenerAndriy Miranskyy","2015","http://link.springer.com/article/10.1007/s11219-014-9230-x","Article"
"What should developers be aware of? An empirical study on the directives of API documentation","Empirical Software Engineering","","17","6","10.1007/s10664-011-9186-4","Martin MonperrusMichael EichbergElif TekesMira Mezini","2012","http://link.springer.com/article/10.1007/s10664-011-9186-4","Article"
"Composing user-specific web applications from distributed plug-ins","Computer Science - Research and Development","","28","1","10.1007/s00450-011-0182-0","Markus JahnReinhard WolfingerMarkus LöberbauerHanspeter Mössenböck","2013","http://link.springer.com/article/10.1007/s00450-011-0182-0","Article"
"Metadata in computer systems","Programming and Computer Software","","39","4","10.1134/S0361768813040038","M. R. Kogalovsky","2013","http://link.springer.com/article/10.1134/S0361768813040038","Article"
"Symbolic synthesis of masking fault-tolerant distributed programs","Distributed Computing","","25","1","10.1007/s00446-011-0139-3","Borzoo BonakdarpourSandeep S. KulkarniFuad Abujarad","2012","http://link.springer.com/article/10.1007/s00446-011-0139-3","Article"
"Development of a test suite for the verification of implementations of the IPsec v2 security protocol","Programming and Computer Software","","37","1","10.1134/S0361768811010038","A. V. NikeshinN. V. PakulinV. Z. Shnitman","2011","http://link.springer.com/article/10.1134/S0361768811010038","Article"
"A multiplicative model of software defect repair times","Empirical Software Engineering","","15","3","10.1007/s10664-009-9115-y","Swapna S. GokhaleRobert E. Mullen","2010","http://link.springer.com/article/10.1007/s10664-009-9115-y","Article"
"Towards I/O analysis of HPC systems and a generic architecture to collect access patterns","Computer Science - Research and Development","","28","2 - 3","10.1007/s00450-012-0221-5","Marc C. WiedemannJulian M. KunkelMichaela ZimmerThomas LudwigMichael ReschThomas BönischXuan WangAndriy ChutAlvaro AguileraWolfgang E. NagelMichael KlugeHolger Mickler","2013","http://link.springer.com/article/10.1007/s00450-012-0221-5","Article"
"A case study on bypass testing of web applications","Empirical Software Engineering","","19","1","10.1007/s10664-012-9216-x","Jeff OffuttVasileios PapadimitriouUpsorn Praphamontripong","2014","http://link.springer.com/article/10.1007/s10664-012-9216-x","Article"
"Do background colors improve program comprehension in the #ifdef hell?","Empirical Software Engineering","","18","4","10.1007/s10664-012-9208-x","Janet FeigenspanChristian KästnerSven ApelJörg LiebigMichael SchulzeRaimund DachseltMaria PapendieckThomas LeichGunter Saake","2013","http://link.springer.com/article/10.1007/s10664-012-9208-x","Article"
"Requirements-driven software evolution","Computer Science - Research and Development","","28","4","10.1007/s00450-012-0232-2","Vítor E. Silva SouzaAlexei LapouchnianKonstantinos AngelopoulosJohn Mylopoulos","2013","http://link.springer.com/article/10.1007/s00450-012-0232-2","Article"
"Assessing the state of software in a large enterprise","Empirical Software Engineering","","15","3","10.1007/s10664-009-9120-1","Randy L. HackbarthAudris MockusJohn Douglas PalframanDavid M. Weiss","2010","http://link.springer.com/article/10.1007/s10664-009-9120-1","Article"
"Change patterns","Software & Systems Modeling","","13","2","10.1007/s10270-012-0276-6","Koen YskoutRiccardo ScandariatoWouter Joosen","2014","http://link.springer.com/article/10.1007/s10270-012-0276-6","Article"
"Semantics of trace relations in requirements models for consistency checking and inferencing","Software & Systems Modeling","","10","1","10.1007/s10270-009-0142-3","Arda GoknilIvan KurtevKlaas van den BergJan-Willem Veldhuis","2011","http://link.springer.com/article/10.1007/s10270-009-0142-3","Article"
"Application of reflection in a model transformation language","Software & Systems Modeling","","9","3","10.1007/s10270-009-0138-z","Ivan Kurtev","2010","http://link.springer.com/article/10.1007/s10270-009-0138-z","Article"
"Meeting the deadline: on the complexity of fault-tolerant continuous gossip","Distributed Computing","","24","5","10.1007/s00446-011-0144-6","Chryssis GeorgiouSeth GilbertDariusz R. Kowalski","2011","http://link.springer.com/article/10.1007/s00446-011-0144-6","Article"
"On tracing reactive systems","Software & Systems Modeling","","10","4","10.1007/s10270-010-0151-2","Shahar MaozDavid Harel","2011","http://link.springer.com/article/10.1007/s10270-010-0151-2","Article"
"Performance modeling and analysis of message-oriented event-driven systems","Software & Systems Modeling","","12","4","10.1007/s10270-012-0228-1","Kai SachsSamuel KounevAlejandro Buchmann","2013","http://link.springer.com/article/10.1007/s10270-012-0228-1","Article"
"Migrating and replicating data in networks","Computer Science - Research and Development","","27","3","10.1007/s00450-011-0150-8","Marcin Bienkowski","2012","http://link.springer.com/article/10.1007/s00450-011-0150-8","Article"
"Balancing precision and performance in structured merge","Automated Software Engineering","","22","3","10.1007/s10515-014-0151-5","Olaf LeßenichSven ApelChristian Lengauer","2015","http://link.springer.com/article/10.1007/s10515-014-0151-5","Article"
"Downsampling Algorithms for Large Sparse Matrices","International Journal of Parallel Programming","","43","5","10.1007/s10766-014-0315-8","Daniel LangrPavel TvrdíkIvan ŠimečekTomáš Dytrych","2015","http://link.springer.com/article/10.1007/s10766-014-0315-8","Article"
"File replication and consistency maintenance mechanism in a trusted distributed environment","CSI Transactions on ICT","","1","1","10.1007/s40012-012-0002-0","Manu VardhanDharmender Singh Kushwaha","2013","http://link.springer.com/article/10.1007/s40012-012-0002-0","Article"
"Profiling and Optimizing Transactional Memory Applications","International Journal of Parallel Programming","","40","1","10.1007/s10766-011-0177-2","Ferad ZyulkyarovSrdjan StipicTim HarrisOsman S. UnsalAdrián CristalIbrahim HurMateo Valero","2012","http://link.springer.com/article/10.1007/s10766-011-0177-2","Article"
"Are test smells really harmful? An empirical study","Empirical Software Engineering","","20","4","10.1007/s10664-014-9313-0","Gabriele BavotaAbdallah QusefRocco OlivetoAndrea De LuciaDave Binkley","2015","http://link.springer.com/article/10.1007/s10664-014-9313-0","Article"
"The Clara framework for hybrid typestate analysis","International Journal on Software Tools for Technology Transfer","","14","3","10.1007/s10009-010-0183-5","Eric BoddenLaurie Hendren","2012","http://link.springer.com/article/10.1007/s10009-010-0183-5","Article"
"Assessing the effects of introducing a new software development process: a methodological description","International Journal on Software Tools for Technology Transfer","","17","1","10.1007/s10009-013-0275-0","Agneta NilssonLaura M. CastroSamuel RivasThomas Arts","2015","http://link.springer.com/article/10.1007/s10009-013-0275-0","Article"
"Parallel computations on a graph","Programming and Computer Software","","41","1","10.1134/S0361768815010028","I. B. BourdonovA. S. KossatchevV. V. Kulyamin","2015","http://link.springer.com/article/10.1134/S0361768815010028","Article"
"Models in performance testing","Programming and Computer Software","","37","1","10.1134/S036176881101004X","B. A. PozinI. V. Galakhov","2011","http://link.springer.com/article/10.1134/S036176881101004X","Article"
"Location pairs: a test coverage metric for shared-memory concurrent programs","Empirical Software Engineering","","17","3","10.1007/s10664-011-9166-8","Serdar TasiranM. Erkan KeremoğluKivanç Muşlu","2012","http://link.springer.com/article/10.1007/s10664-011-9166-8","Article"
"Studying re-opened bugs in open source software","Empirical Software Engineering","","18","5","10.1007/s10664-012-9228-6","Emad ShihabAkinori IharaYasutaka KameiWalid M. IbrahimMasao OhiraBram AdamsAhmed E. HassanKen-ichi Matsumoto","2013","http://link.springer.com/article/10.1007/s10664-012-9228-6","Article"
"An experiment on the effectiveness and efficiency of exploratory testing","Empirical Software Engineering","","20","3","10.1007/s10664-014-9301-4","Wasif AfzalAhmad Nauman GhaziJuha ItkonenRichard TorkarAnneliese AndrewsKhurram Bhatti","2015","http://link.springer.com/article/10.1007/s10664-014-9301-4","Article"
"Sublogarithmic distributed MIS algorithm for sparse graphs using Nash-Williams decomposition","Distributed Computing","","22","5 - 6","10.1007/s00446-009-0088-2","Leonid BarenboimMichael Elkin","2010","http://link.springer.com/article/10.1007/s00446-009-0088-2","Article"
"Aspects of abstraction in software development","Software & Systems Modeling","","11","4","10.1007/s10270-012-0259-7","Michael Jackson","2012","http://link.springer.com/article/10.1007/s10270-012-0259-7","Article"
"Beeping a maximal independent set","Distributed Computing","","26","4","10.1007/s00446-012-0175-7","Yehuda AfekNoga AlonZiv Bar-JosephAlejandro CornejoBernhard HaeuplerFabian Kuhn","2013","http://link.springer.com/article/10.1007/s00446-012-0175-7","Article"
"The language dynamic-real and its application for verification of SDL-specified distributed systems","Programming and Computer Software","","41","1","10.1134/S0361768815010053","V. A. NepomniaschyE. V. BodinS. O. Veretnov","2015","http://link.springer.com/article/10.1134/S0361768815010053","Article"
"NextBug: a Bugzilla extension for recommending similar bugs","Journal of Software Engineering Research and Development","","3","1","10.1186/s40411-015-0018-x","Henrique RochaGuilherme de OliveiraHumberto Marques-NetoMarco Tulio Valente","2015","http://link.springer.com/article/10.1186/s40411-015-0018-x","Article"
"Model checking LTL properties over ANSI-C programs with bounded traces","Software & Systems Modeling","","14","1","10.1007/s10270-013-0366-0","Jeremy MorseLucas CordeiroDenis NicoleBernd Fischer","2015","http://link.springer.com/article/10.1007/s10270-013-0366-0","Article"
"A monitoring approach for runtime service discovery","Automated Software Engineering","","18","2","10.1007/s10515-010-0077-5","K. MahbubG. SpanoudakisA. Zisman","2011","http://link.springer.com/article/10.1007/s10515-010-0077-5","Article"
"Using program data-state scarcity to guide automatic test data generation","Software Quality Journal","","18","1","10.1007/s11219-009-9083-x","Mohammad AlshraidehLeonardo BottaciBasel A. Mahafzah","2010","http://link.springer.com/article/10.1007/s11219-009-9083-x","Article"
"A model-driven co-simulation environment for heterogeneous systems","International Journal on Software Tools for Technology Transfer","","15","4","10.1007/s10009-012-0230-5","Massimo BombinoPatrizia Scandurra","2013","http://link.springer.com/article/10.1007/s10009-012-0230-5","Article"
"Code generation by model transformation: a case study in transformation modularity","Software & Systems Modeling","","9","3","10.1007/s10270-009-0136-1","Zef HemelLennart C. L. KatsDanny M. GroenewegenEelco Visser","2010","http://link.springer.com/article/10.1007/s10270-009-0136-1","Article"
"Distributed minimum dominating set approximations in restricted families of graphs","Distributed Computing","","26","2","10.1007/s00446-013-0186-z","Christoph LenzenYvonne-Anne PignoletRoger Wattenhofer","2013","http://link.springer.com/article/10.1007/s00446-013-0186-z","Article"
"Model-driven software migration into service-oriented architectures","Computer Science - Research and Development","","28","1","10.1007/s00450-011-0183-z","Andreas FuhrTassilo HornVolker RiedigerAndreas Winter","2013","http://link.springer.com/article/10.1007/s00450-011-0183-z","Article"
"Current challenges in automatic software repair","Software Quality Journal","","21","3","10.1007/s11219-013-9208-0","Claire Le GouesStephanie ForrestWestley Weimer","2013","http://link.springer.com/article/10.1007/s11219-013-9208-0","Article"
"Simulation of hierarchical multiprocessor database systems","Programming and Computer Software","","39","1","10.1134/S0361768813010040","P. S. KostenetskiiL. B. Sokolinsky","2013","http://link.springer.com/article/10.1134/S0361768813010040","Article"
"Supporting and accelerating reproducible empirical research in software evolution and maintenance using TraceLab Component Library","Empirical Software Engineering","","20","5","10.1007/s10664-014-9339-3","Bogdan DitEvan MoritzMario Linares-VásquezDenys PoshyvanykJane Cleland-Huang","2015","http://link.springer.com/article/10.1007/s10664-014-9339-3","Article"
"Structured development of 3D applications: round-trip engineering in interdisciplinary teams","Computer Science - Research and Development","","30","3 - 4","10.1007/s00450-014-0258-8","Bernhard JungMatthias LenkArnd Vitzthum","2015","http://link.springer.com/article/10.1007/s00450-014-0258-8","Article"
"Managing Burstiness and Scalability in Event-Driven Models on the SpiNNaker Neuromimetic System","International Journal of Parallel Programming","","40","6","10.1007/s10766-011-0180-7","Alexander D. RastJavier NavaridasXin JinFrancesco GalluppiLuis A. PlanaJose Miguel-AlonsoCameron PattersonMikel LujánSteve Furber","2012","http://link.springer.com/article/10.1007/s10766-011-0180-7","Article"
"On hypothesis testing for statistical model checking","International Journal on Software Tools for Technology Transfer","","17","4","10.1007/s10009-014-0350-1","Daniël ReijsbergenPieter-Tjerk de BoerWerner ScheinhardtBoudewijn Haverkort","2015","http://link.springer.com/article/10.1007/s10009-014-0350-1","Article"
"Experiences in building a mOSAIC of clouds","Journal of Cloud Computing: Advances, Systems and Applications","","2","1","10.1186/2192-113X-2-12","Dana PetcuBeniamino Di MartinoSalvatore VenticinqueMassimiliano RakTamás MáhrGorka Esnal LopezFabrice BritoRoberto CossuMiha StoparSvatopluk ŠperkaVlado Stankovski","2013","http://link.springer.com/article/10.1186/2192-113X-2-12","Article"
"Modelling cyber security for software-defined networks those grow strong when exposed to threats","Journal of Reliable Intelligent Environments","","1","2 - 4","10.1007/s40860-015-0008-0","Usama AhmedImran RazaSyed Asad HussainAmjad AliMuddesar IqbalXinheng Wang","2015","http://link.springer.com/article/10.1007/s40860-015-0008-0","Article"
"Object oriented software metrics threshold values at quantitative acceptable risk level","CSI Transactions on ICT","","2","3","10.1007/s40012-014-0057-1","Satwinder SinghK. S. Kahlon","2014","http://link.springer.com/article/10.1007/s40012-014-0057-1","Article"
"Distributed algorithms for ultrasparse spanners and linear size skeletons","Distributed Computing","","22","3","10.1007/s00446-009-0091-7","Seth Pettie","2010","http://link.springer.com/article/10.1007/s00446-009-0091-7","Article"
"Software requirements prioritization and selection using linguistic tools and constraint solvers—a controlled experiment","Empirical Software Engineering","","20","6","10.1007/s10664-014-9334-8","Jason McZaraShahryar SarkaniThomas HolzerTimothy Eveleigh","2015","http://link.springer.com/article/10.1007/s10664-014-9334-8","Article"
"What are developers talking about? An analysis of topics and trends in Stack Overflow","Empirical Software Engineering","","19","3","10.1007/s10664-012-9231-y","Anton BaruaStephen W. ThomasAhmed E. Hassan","2014","http://link.springer.com/article/10.1007/s10664-012-9231-y","Article"
"Security modeling for service-oriented systems using security pattern refinement approach","Software & Systems Modeling","","13","2","10.1007/s10270-012-0268-6","Mukhtiar MemonGordhan D. MenghwarMansoor H. DeparAkhtar A. JalbaniWaqar M. Mashwani","2014","http://link.springer.com/article/10.1007/s10270-012-0268-6","Article"
"Sub-logarithmic distributed algorithms for metric facility location","Distributed Computing","","28","5","10.1007/s00446-015-0243-x","James W. HegemanSriram V. Pemmaraju","2015","http://link.springer.com/article/10.1007/s00446-015-0243-x","Article"
"The problem of conceptualization in god class detection: agreement, strategies and decision drivers","Journal of Software Engineering Research and Development","","2","1","10.1186/s40411-014-0011-9","José Amancio M SantosManoel Gomes de MendonçaCleber Pereira dos SantosRenato Lima Novais","2014","http://link.springer.com/article/10.1186/s40411-014-0011-9","Article"
"Integrating information retrieval, execution and link analysis algorithms to improve feature location in software","Empirical Software Engineering","","18","2","10.1007/s10664-011-9194-4","Bogdan DitMeghan RevelleDenys Poshyvanyk","2013","http://link.springer.com/article/10.1007/s10664-011-9194-4","Article"
"Testing the theory of relative defect proneness for closed-source software","Empirical Software Engineering","","15","6","10.1007/s10664-010-9132-x","Gunes KoruHongfang LiuDongsong ZhangKhaled El Emam","2010","http://link.springer.com/article/10.1007/s10664-010-9132-x","Article"
"Correlations between bugginess and time-based commit characteristics","Empirical Software Engineering","","19","4","10.1007/s10664-013-9245-0","Jon EyolfsonLin TanPatrick Lam","2014","http://link.springer.com/article/10.1007/s10664-013-9245-0","Article"
"Deductive software verification","International Journal on Software Tools for Technology Transfer","","13","5","10.1007/s10009-011-0211-0","Jean-Christophe Filliâtre","2011","http://link.springer.com/article/10.1007/s10009-011-0211-0","Article"
"Designing fault-tolerant SOA based on design diversity","Journal of Software Engineering Research and Development","","2","1","10.1186/s40411-014-0013-7","Amanda S NascimentoCecília MF RubiraRachel BurrowsFernando CastorPatrick HS Brito","2014","http://link.springer.com/article/10.1186/s40411-014-0013-7","Article"
"Testing hybrid systems with TTCN-3 embedded","International Journal on Software Tools for Technology Transfer","","16","3","10.1007/s10009-013-0283-0","Juergen Grossmann","2014","http://link.springer.com/article/10.1007/s10009-013-0283-0","Article"
"SPL Conqueror: Toward optimization of non-functional properties in software product lines","Software Quality Journal","","20","3 - 4","10.1007/s11219-011-9152-9","Norbert SiegmundMarko RosenmüllerMartin KuhlemannChristian KästnerSven ApelGunter Saake","2012","http://link.springer.com/article/10.1007/s11219-011-9152-9","Article"
"A case study on consistency management of business and IT process models in banking","Software & Systems Modeling","","13","3","10.1007/s10270-013-0318-8","Moisés Castelo BrancoYingfei XiongKrzysztof CzarneckiJochen KüsterHagen Völzer","2014","http://link.springer.com/article/10.1007/s10270-013-0318-8","Article"
"Window-based greedy contention management for transactional memory: theory and practice","Distributed Computing","","25","3","10.1007/s00446-012-0159-7","Gokarna SharmaCostas Busch","2012","http://link.springer.com/article/10.1007/s00446-012-0159-7","Article"
"Flexible feature binding in software product lines","Automated Software Engineering","","18","2","10.1007/s10515-011-0080-5","Marko RosenmüllerNorbert SiegmundSven ApelGunter Saake","2011","http://link.springer.com/article/10.1007/s10515-011-0080-5","Article"
"A study of methods for textual satisfaction assessment","Empirical Software Engineering","","18","1","10.1007/s10664-012-9198-8","Elizabeth Ashlee HolbrookJane Huffman HayesAlex DekhtyarWenbin Li","2013","http://link.springer.com/article/10.1007/s10664-012-9198-8","Article"
"Knowledge visualization based on semantic networks","Programming and Computer Software","","36","4","10.1134/S036176881004002X","I. A. Bessmertny","2010","http://link.springer.com/article/10.1134/S036176881004002X","Article"
"Dynamische Analyse mit dem Software-EKG","Informatik-Spektrum","","34","5","10.1007/s00287-011-0541-z","Johannes WeigendJohannes SiederslebenJosef Adersberger","2011","http://link.springer.com/article/10.1007/s00287-011-0541-z","Article"
"Trust-based Decision-making for the Adaptation of Public Displays in Changing Social Contexts","Journal of Trust Management","","1","1","10.1186/2196-064X-1-6","Michael WißnerStephan HammerEkatarina KurdyukovaElisabeth André","2014","http://link.springer.com/article/10.1186/2196-064X-1-6","Article"
"Performance analysis model for big data applications in cloud computing","Journal of Cloud Computing","","3","1","10.1186/s13677-014-0019-z","Luis Eduardo Bautista VillalpandoAlain AprilAlain Abran","2014","http://link.springer.com/article/10.1186/s13677-014-0019-z","Article"
"Profiling the operational behavior of OS device drivers","Empirical Software Engineering","","15","4","10.1007/s10664-009-9122-z","Constantin SârbuAndréas JohanssonNeeraj SuriNachiappan Nagappan","2010","http://link.springer.com/article/10.1007/s10664-009-9122-z","Article"
"An empirical study on the importance of source code entities for requirements traceability","Empirical Software Engineering","","20","2","10.1007/s10664-014-9315-y","Nasir AliZohreh SharafiYann-Gaël GuéhéneucGiuliano Antoniol","2015","http://link.springer.com/article/10.1007/s10664-014-9315-y","Article"
"Inferring specifications for resources from natural language API documentation","Automated Software Engineering","","18","3 - 4","10.1007/s10515-011-0082-3","Hao ZhongLu ZhangTao XieHong Mei","2011","http://link.springer.com/article/10.1007/s10515-011-0082-3","Article"
"Remote Internet voting: developing a secure and efficient frontend","CSI Transactions on ICT","","1","3","10.1007/s40012-013-0021-5","Vinodu GeorgeM. P. Sebastian","2013","http://link.springer.com/article/10.1007/s40012-013-0021-5","Article"
"Distributed deterministic edge coloring using bounded neighborhood independence","Distributed Computing","","26","5 - 6","10.1007/s00446-012-0167-7","Leonid BarenboimMichael Elkin","2013","http://link.springer.com/article/10.1007/s00446-012-0167-7","Article"
"Components of service value in business-to-business Cloud Computing","Journal of Cloud Computing","","4","1","10.1186/s13677-015-0040-x","Roland S. PadillaSimon K. MiltonLester W. Johnson","2015","http://link.springer.com/article/10.1186/s13677-015-0040-x","Article"
"Should I follow this fault localization tool’s output?","Empirical Software Engineering","","20","5","10.1007/s10664-014-9349-1","Tien-Duy B. LeDavid LoFerdian Thung","2015","http://link.springer.com/article/10.1007/s10664-014-9349-1","Article"
"Stable rankings for different effort models","Automated Software Engineering","","17","4","10.1007/s10515-010-0070-z","Tim MenziesOmid JalaliJairus HihnDan BakerKaren Lum","2010","http://link.springer.com/article/10.1007/s10515-010-0070-z","Article"
"New algorithms for join and grouping operations","Computer Science - Research and Development","","27","1","10.1007/s00450-011-0186-9","Goetz Graefe","2012","http://link.springer.com/article/10.1007/s00450-011-0186-9","Article"
"CMQ - A lightweight, asynchronous high-performance messaging queue for the cloud","Journal of Cloud Computing: Advances, Systems and Applications","","1","1","10.1186/2192-113X-1-20","Joerg FritschCoral Walker","2012","http://link.springer.com/article/10.1186/2192-113X-1-20","Article"
"Automatic verification technology of software patches for user virtual environments on IaaS cloud","Journal of Cloud Computing","","4","1","10.1186/s13677-015-0028-6","Yoji Yamato","2015","http://link.springer.com/article/10.1186/s13677-015-0028-6","Article"
"Modeling robustness behavior using aspect-oriented modeling to support robustness testing of industrial systems","Software & Systems Modeling","","11","4","10.1007/s10270-011-0206-z","Shaukat AliLionel C. BriandHadi Hemmati","2012","http://link.springer.com/article/10.1007/s10270-011-0206-z","Article"
"Calculation and optimization of thresholds for sets of software metrics","Empirical Software Engineering","","16","6","10.1007/s10664-011-9162-z","Steffen HerboldJens GrabowskiStephan Waack","2011","http://link.springer.com/article/10.1007/s10664-011-9162-z","Article"
"Anytime QoS-aware service composition over the GraphPlan","Service Oriented Computing and Applications","","9","1","10.1007/s11761-013-0134-6","Yuhong YanMin Chen","2015","http://link.springer.com/article/10.1007/s11761-013-0134-6","Article"
"On the value of outlier elimination on software effort estimation research","Empirical Software Engineering","","18","4","10.1007/s10664-012-9207-y","Yeong-Seok SeoDoo-Hwan Bae","2013","http://link.springer.com/article/10.1007/s10664-012-9207-y","Article"
"Constructive model-based analysis for safety assessment","International Journal on Software Tools for Technology Transfer","","14","6","10.1007/s10009-012-0238-x","Adriano GomesAlexandre MotaAugusto SampaioFelipe FerriEdson Watanabe","2012","http://link.springer.com/article/10.1007/s10009-012-0238-x","Article"
"GPGPU test suite minimisation: search based software engineering performance improvement using graphics cards","Empirical Software Engineering","","18","3","10.1007/s10664-013-9247-y","Shin YooMark HarmanShmuel Ur","2013","http://link.springer.com/article/10.1007/s10664-013-9247-y","Article"
"THUNDER: helping underfunded NPO’s distribute electronic resources","Journal of Cloud Computing: Advances, Systems and Applications","","2","1","10.1186/2192-113X-2-24","Gabriel LoewenJeffrey GallowayJeffrey RobinsonXiaoyan HongSusan Vrbsky","2013","http://link.springer.com/article/10.1186/2192-113X-2-24","Article"
"Automatic, high accuracy prediction of reopened bugs","Automated Software Engineering","","22","1","10.1007/s10515-014-0162-2","Xin XiaDavid LoEmad ShihabXinyu WangBo Zhou","2015","http://link.springer.com/article/10.1007/s10515-014-0162-2","Article"
"Büchi automata for modeling component connectors","Software & Systems Modeling","","10","2","10.1007/s10270-010-0152-1","Mohammad IzadiMarcello BonsangueDave Clarke","2011","http://link.springer.com/article/10.1007/s10270-010-0152-1","Article"
"Model-based Fault Localization: Finding Behavioral Outliers in Large-scale Computing Systems","New Generation Computing","","28","3","10.1007/s00354-009-0088-6","Naoya MaruyamaSatoshi Matsuoka","2010","http://link.springer.com/article/10.1007/s00354-009-0088-6","Article"
"Efficient distributed approximation algorithms via probabilistic tree embeddings","Distributed Computing","","25","3","10.1007/s00446-012-0157-9","Maleq KhanFabian KuhnDahlia MalkhiGopal PanduranganKunal Talwar","2012","http://link.springer.com/article/10.1007/s00446-012-0157-9","Article"
