Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Result processing approaches for large smart grid co-simulations","Computer Science - Research and Development","","33","1 - 2","10.1007/s00450-017-0359-2","Frank MartenAnna-Lena MandAndreas BernardBjörn Kolja MielschMike Vogt","2018","http://link.springer.com/article/10.1007/s00450-017-0359-2","Article"
"Domain-specific machine translation with recurrent neural network for software localization","Empirical Software Engineering","","24","6","10.1007/s10664-019-09702-z","Xu WangChunyang ChenZhenchang Xing","2019","http://link.springer.com/article/10.1007/s10664-019-09702-z","Article"
"RETRACTED ARTICLE: The smell of fear: on the relation between test smells and flaky tests","Empirical Software Engineering","","24","5","10.1007/s10664-019-09683-z","Fabio PalombaAndy Zaidman","2019","http://link.springer.com/article/10.1007/s10664-019-09683-z","Article"
"Characterizing and identifying reverted commits","Empirical Software Engineering","","24","4","10.1007/s10664-019-09688-8","Meng YanXin XiaDavid LoAhmed E. HassanShanping Li","2019","http://link.springer.com/article/10.1007/s10664-019-09688-8","Article"
"Contention resolution on a fading channel","Distributed Computing","","32","6","10.1007/s00446-018-0323-9","Jeremy T. FinemanSeth GilbertFabian KuhnCalvin Newport","2019","http://link.springer.com/article/10.1007/s00446-018-0323-9","Article"
"A Neuro-fuzzy approach for user behaviour classification and prediction","Journal of Cloud Computing","","8","1","10.1186/s13677-019-0144-9","Atta-ur-RahmanSujata DashAshish Kr. LuhachNaveen ChilamkurtiSeungmin BaekYunyoung Nam","2019","http://link.springer.com/article/10.1186/s13677-019-0144-9","Article"
"The ANTS problem","Distributed Computing","","30","3","10.1007/s00446-016-0285-8","Ofer FeinermanAmos Korman","2017","http://link.springer.com/article/10.1007/s00446-016-0285-8","Article"
"The effects of visualization and interaction techniques on feature model configuration","Empirical Software Engineering","","21","4","10.1007/s10664-014-9353-5","Mohsen AsadiSamaneh SoltaniDragan GaševićMarek Hatala","2016","http://link.springer.com/article/10.1007/s10664-014-9353-5","Article"
"Time versus cost tradeoffs for deterministic rendezvous in networks","Distributed Computing","","29","1","10.1007/s00446-015-0253-8","Avery MillerAndrzej Pelc","2016","http://link.springer.com/article/10.1007/s00446-015-0253-8","Article"
"Rule-based specification mining leveraging learning to rank","Automated Software Engineering","","25","3","10.1007/s10515-018-0231-z","Zherui CaoYuan TianTien-Duy B. LeDavid Lo","2018","http://link.springer.com/article/10.1007/s10515-018-0231-z","Article"
"An Instrumentation Approach for Hardware-Agnostic Software Characterization","International Journal of Parallel Programming","","44","5","10.1007/s10766-016-0410-0","Andreea AnghelLaura Mihaela VasilescuGiovanni MarianiRik JongeriusGero Dittmann","2016","http://link.springer.com/article/10.1007/s10766-016-0410-0","Article"
"Using UML/MARTE to support performance tuning and stress testing in real-time systems","Software & Systems Modeling","","17","2","10.1007/s10270-017-0585-x","Stefano Di AlesioSagar Sen","2018","http://link.springer.com/article/10.1007/s10270-017-0585-x","Article"
"Feedback from nature: simple randomised distributed algorithms for maximal independent set selection and greedy colouring","Distributed Computing","","29","5","10.1007/s00446-016-0269-8","Peter JeavonsAlex ScottLei Xu","2016","http://link.springer.com/article/10.1007/s00446-016-0269-8","Article"
"Evaluating the impact of design pattern and anti-pattern dependencies on changes and faults","Empirical Software Engineering","","21","3","10.1007/s10664-015-9361-0","Fehmi JaafarYann-Gaël GuéhéneucSylvie HamelFoutse KhomhMohammad Zulkernine","2016","http://link.springer.com/article/10.1007/s10664-015-9361-0","Article"
"How effective are existing Java API specifications for finding bugs during runtime verification?","Automated Software Engineering","","26","4","10.1007/s10515-019-00267-1","Owolabi LegunsenNader Al AwarXinyue XuWajih Ul HassanGrigore RoşuDarko Marinov","2019","http://link.springer.com/article/10.1007/s10515-019-00267-1","Article"
"Model execution tracing: a systematic mapping study","Software and Systems Modeling","","18","6","10.1007/s10270-019-00724-1","Fazilat HojajiTanja MayerhoferBahman ZamaniAbdelwahab Hamou-LhadjErwan Bousse","2019","http://link.springer.com/article/10.1007/s10270-019-00724-1","Article"
"A comparison of tree- and line-oriented observational slicing","Empirical Software Engineering","","24","5","10.1007/s10664-018-9675-9","David BinkleyNicolas GoldSyed IslamJens KrinkeShin Yoo","2019","http://link.springer.com/article/10.1007/s10664-018-9675-9","Article"
"Web platforms for scientific research","Programming and Computer Software","","42","3","10.1134/S036176881603004X","A. P. KryukovA. P. DemichevS. P. Polyakov","2016","http://link.springer.com/article/10.1134/S036176881603004X","Article"
"Revisiting supervised and unsupervised models for effort-aware just-in-time defect prediction","Empirical Software Engineering","","24","5","10.1007/s10664-018-9661-2","Qiao HuangXin XiaDavid Lo","2019","http://link.springer.com/article/10.1007/s10664-018-9661-2","Article"
"Green Information Extraction from Family Books","SN Computer Science","","1","1","10.1007/s42979-019-0024-x","George Nagy","2019","http://link.springer.com/article/10.1007/s42979-019-0024-x","Article"
"The modular and feature toggle architectures of Google Chrome","Empirical Software Engineering","","24","2","10.1007/s10664-018-9639-0","Md Tajmilur RahmanPeter C. RigbyEmad Shihab","2019","http://link.springer.com/article/10.1007/s10664-018-9639-0","Article"
"A correct-by-construction model for asynchronously communicating systems","International Journal on Software Tools for Technology Transfer","","19","4","10.1007/s10009-016-0421-6","Zoubeyr FarahYamine Ait-AmeurMeriem OuederniKamel Tari","2017","http://link.springer.com/article/10.1007/s10009-016-0421-6","Article"
"Fostering good coding practices through individual feedback and gamification: an industrial case study","Empirical Software Engineering","","24","6","10.1007/s10664-019-09719-4","Matthieu FoucaultXavier BlancJean-Rémy FalleriMargaret-Anne Storey","2019","http://link.springer.com/article/10.1007/s10664-019-09719-4","Article"
"Optimal deployment of components of cloud-hosted application for guaranteeing multitenancy isolation","Journal of Cloud Computing","","8","1","10.1186/s13677-018-0124-5","Laud Charles OcheiAndrei PetrovskiJulian M. Bass","2019","http://link.springer.com/article/10.1186/s13677-018-0124-5","Article"
"Certifying delta-oriented programs","Software & Systems Modeling","","18","5","10.1007/s10270-018-00704-x","Vítor RodriguesSimone DonettiFerruccio Damiani","2019","http://link.springer.com/article/10.1007/s10270-018-00704-x","Article"
"Programmers do not favor lambda expressions for concurrent object-oriented code","Empirical Software Engineering","","24","1","10.1007/s10664-018-9622-9","Sebastian NielebockRobert HeumüllerFrank Ortmeier","2019","http://link.springer.com/article/10.1007/s10664-018-9622-9","Article"
"Making asynchronous distributed computations robust to noise","Distributed Computing","","32","5","10.1007/s00446-018-0343-5","Keren Censor-HillelRan GellesBernhard Haeupler","2019","http://link.springer.com/article/10.1007/s00446-018-0343-5","Article"
"An Analysis of Software Bug Reports Using Machine Learning Techniques","SN Computer Science","","1","1","10.1007/s42979-019-0004-1","Ha Manh TranSon Thanh LeSinh Van NguyenPhong Thanh Ho","2019","http://link.springer.com/article/10.1007/s42979-019-0004-1","Article"
"Scalable and precise estimation and debugging of the worst-case execution time for analysis-friendly processors: a comeback of model checking","International Journal on Software Tools for Technology Transfer","","21","5","10.1007/s10009-018-0497-2","Martin BeckerRavindra MettaR. VenkateshSamarjit Chakraborty","2019","http://link.springer.com/article/10.1007/s10009-018-0497-2","Article"
"A genetic algorithm based framework for software effort prediction","Journal of Software Engineering Research and Development","","5","1","10.1186/s40411-017-0037-x","Juan Murillo-MoreraChristian Quesada-LópezCarlos Castro-HerreraMarcelo Jenkins","2017","http://link.springer.com/article/10.1186/s40411-017-0037-x","Article"
"Analyzing execution traces: critical-path analysis and distance analysis","International Journal on Software Tools for Technology Transfer","","19","4","10.1007/s10009-016-0436-z","Martijn HendriksJacques VerrietTwan BastenBart TheelenMarco BrasséLou Somers","2017","http://link.springer.com/article/10.1007/s10009-016-0436-z","Article"
"An approach to clone detection in sequence diagrams and its application to security analysis","Software & Systems Modeling","","17","4","10.1007/s10270-016-0557-6","Manar H. AlalfiElizabeth P. AntonyJames R. Cordy","2018","http://link.springer.com/article/10.1007/s10270-016-0557-6","Article"
"Fresh apps: an empirical study of frequently-updated mobile apps in the Google play store","Empirical Software Engineering","","21","3","10.1007/s10664-015-9388-2","Stuart McIlroyNasir AliAhmed E. Hassan","2016","http://link.springer.com/article/10.1007/s10664-015-9388-2","Article"
"A Repair of Workflow Models Based on Mirroring Matrices","International Journal of Parallel Programming","","45","4","10.1007/s10766-016-0438-1","Yanan SunYuyue DuMaozhen Li","2017","http://link.springer.com/article/10.1007/s10766-016-0438-1","Article"
"Improving Record Linkage Accuracy with Hierarchical Feature Level Information and Parsed Data","New Generation Computing","","35","1","10.1007/s00354-016-0008-5","Yun ZhouMinlue WangValeriia HaberlandJohn HowroydSebastian DanicicJ. Mark Bishop","2017","http://link.springer.com/article/10.1007/s00354-016-0008-5","Article"
"Automatically learning usage behavior and generating event sequences for black-box testing of reactive systems","Software Quality Journal","","27","2","10.1007/s11219-018-9439-1","M. Furkan KıraçBarış AktemurHasan SözerCeren Şahin Gebizli","2019","http://link.springer.com/article/10.1007/s11219-018-9439-1","Article"
"A reasoning-based approach to dynamic domain reduction in test data generation","International Journal on Software Tools for Technology Transfer","","21","3","10.1007/s10009-018-0493-6","Esmaeel NikravanSaeed Parsa","2019","http://link.springer.com/article/10.1007/s10009-018-0493-6","Article"
"Ordered and delayed adversaries and how to work against them on a shared channel","Distributed Computing","","32","5","10.1007/s00446-018-0341-7","Marek KlonowskiDariusz R. KowalskiJarosław Mirek","2019","http://link.springer.com/article/10.1007/s00446-018-0341-7","Article"
"Breathe before speaking: efficient information dissemination despite noisy, limited and anonymous communication","Distributed Computing","","30","5","10.1007/s00446-015-0249-4","Ofer FeinermanBernhard HaeuplerAmos Korman","2017","http://link.springer.com/article/10.1007/s00446-015-0249-4","Article"
"Test them all, is it worth it? Assessing configuration sampling on the JHipster Web development stack","Empirical Software Engineering","","24","2","10.1007/s10664-018-9635-4","Axel HalinAlexandre NuttinckMathieu AcherXavier DevroeyGilles PerrouinBenoit Baudry","2019","http://link.springer.com/article/10.1007/s10664-018-9635-4","Article"
"A process mining-based analysis of business process work-arounds","Software & Systems Modeling","","15","2","10.1007/s10270-014-0420-6","Nesi OutmazginPnina Soffer","2016","http://link.springer.com/article/10.1007/s10270-014-0420-6","Article"
"Declarative Web services composition using proofs","Service Oriented Computing and Applications","","12","3 - 4","10.1007/s11761-018-0234-4","Sana BaccarMohsen RouachedRuben VerborghMohamed Abid","2018","http://link.springer.com/article/10.1007/s11761-018-0234-4","Article"
"An empirical study of software release notes","Empirical Software Engineering","","21","3","10.1007/s10664-015-9377-5","Surafel Lemma AbebeNasir AliAhmed E. Hassan","2016","http://link.springer.com/article/10.1007/s10664-015-9377-5","Article"
"Knowledge-based security testing of web applications by logic programming","International Journal on Software Tools for Technology Transfer","","21","2","10.1007/s10009-017-0472-3","Philipp ZechMichael FeldererRuth Breu","2019","http://link.springer.com/article/10.1007/s10009-017-0472-3","Article"
"Querying distilled code changes to extract executable transformations","Empirical Software Engineering","","24","1","10.1007/s10664-018-9644-3","Reinout StevensTim MolderezCoen De Roover","2019","http://link.springer.com/article/10.1007/s10664-018-9644-3","Article"
"Improving the pull requests review process using learning-to-rank algorithms","Empirical Software Engineering","","24","4","10.1007/s10664-019-09696-8","Guoliang ZhaoDaniel Alencar da CostaYing Zou","2019","http://link.springer.com/article/10.1007/s10664-019-09696-8","Article"
"Assessing the quality of industrial avionics software: an extensive empirical evaluation","Empirical Software Engineering","","22","4","10.1007/s10664-016-9440-x","Ji WuShaukat AliTao YueJie TianChao Liu","2017","http://link.springer.com/article/10.1007/s10664-016-9440-x","Article"
"A4WSN: an architecture-driven modelling platform for analysing and developing WSNs","Software & Systems Modeling","","18","4","10.1007/s10270-018-0687-0","Ivano MalavoltaLeonardo MostardaHenry MucciniEnver EverKrishna DoddapaneniOrhan Gemikonakli","2019","http://link.springer.com/article/10.1007/s10270-018-0687-0","Article"
"BPMN-E2: a BPMN extension for an enhanced workflow description","Software & Systems Modeling","","18","4","10.1007/s10270-018-0669-2","Mateo Ramos-MerinoJuan M. Santos-GagoLuis M. Álvarez-SabucedoVictor M. Alonso-RorisJavier Sanz-Valero","2019","http://link.springer.com/article/10.1007/s10270-018-0669-2","Article"
"Identifying the implied: Findings from three differentiated replications on the use of security requirements templates","Empirical Software Engineering","","22","4","10.1007/s10664-016-9481-1","Maria RiazJason KingJohn SlankasLaurie WilliamsFabio MassacciChristian Quesada-LópezMarcelo Jenkins","2017","http://link.springer.com/article/10.1007/s10664-016-9481-1","Article"
"Usability improvement through A/B testing and refactoring","Software Quality Journal","","27","1","10.1007/s11219-018-9413-y","Sergio FirmenichAlejandra GarridoJulián GrigeraJosé Matías RiveroGustavo Rossi","2019","http://link.springer.com/article/10.1007/s11219-018-9413-y","Article"
"Empirical study of android repackaged applications","Empirical Software Engineering","","24","6","10.1007/s10664-019-09760-3","Kobra KhanmohammadiNeda EbrahimiAbdelwahab Hamou-LhadjRaphaël Khoury","2019","http://link.springer.com/article/10.1007/s10664-019-09760-3","Article"
"Construing the big data based on taxonomy, analytics and approaches","Iran Journal of Computer Science","","1","4","10.1007/s42044-018-0024-3","Ajeet Ram PathakManjusha PandeySiddharth Rautaray","2018","http://link.springer.com/article/10.1007/s42044-018-0024-3","Article"
"What’s Spain’s Paris? Mining analogical libraries from Q&A discussions","Empirical Software Engineering","","24","3","10.1007/s10664-018-9657-y","Chunyang ChenZhenchang XingYang Liu","2019","http://link.springer.com/article/10.1007/s10664-018-9657-y","Article"
"Developing and evolving a DSL-based approach for runtime monitoring of systems of systems","Automated Software Engineering","","25","4","10.1007/s10515-018-0241-x","Rick RabiserJürgen Thanhofer-PilischMichael VierhauserPaul GrünbacherAlexander Egyed","2018","http://link.springer.com/article/10.1007/s10515-018-0241-x","Article"
"Optimizing Access to Memory Pages in Software-Implemented Global Page Cache Systems","Programming and Computer Software","","45","8","10.1134/S0361768819080085","E. I. Gusev","2019","http://link.springer.com/article/10.1134/S0361768819080085","Article"
"A simple approach for adapting continuous load balancing processes to discrete settings","Distributed Computing","","29","2","10.1007/s00446-016-0266-y","Hoda AkbariPetra BerenbrinkThomas Sauerwald","2016","http://link.springer.com/article/10.1007/s00446-016-0266-y","Article"
"Minimizing message size in stochastic communication patterns: fast self-stabilizing protocols with 3 bits","Distributed Computing","","32","3","10.1007/s00446-018-0330-x","Lucas BoczkowskiAmos KormanEmanuele Natale","2019","http://link.springer.com/article/10.1007/s00446-018-0330-x","Article"
"Rendezvous in networks in spite of delay faults","Distributed Computing","","29","3","10.1007/s00446-015-0259-2","Jérémie ChalopinYoann DieudonnéArnaud LabourelAndrzej Pelc","2016","http://link.springer.com/article/10.1007/s00446-015-0259-2","Article"
"Evolving software trace links between requirements and source code","Empirical Software Engineering","","23","4","10.1007/s10664-017-9561-x","Mona RahimiJane Cleland-Huang","2018","http://link.springer.com/article/10.1007/s10664-017-9561-x","Article"
"Generalization of Large-Scale Data Processing in One MapReduce Job for Coarse-Grained Parallelism","International Journal of Parallel Programming","","45","4","10.1007/s10766-016-0444-3","Hsiang-Huang WuChien-Min Wang","2017","http://link.springer.com/article/10.1007/s10766-016-0444-3","Article"
"Supporting governance of mobile application developers from mining and analyzing technical questions in stack overflow","Journal of Software Engineering Research and Development","","6","1","10.1186/s40411-018-0052-6","Awdren FontãoBruno ÁbiaIgor WieseBernardo EstácioMarcelo QuintaRodrigo Pereira dos SantosArilo Claudio Dias-Neto","2018","http://link.springer.com/article/10.1186/s40411-018-0052-6","Article"
"Model-based testing of software for automation systems using heuristics and coverage criterion","Software & Systems Modeling","","18","2","10.1007/s10270-018-0690-5","Rodrigo José Sarmento PeixotoLeandro Dias da SilvaAngelo Perkusich","2019","http://link.springer.com/article/10.1007/s10270-018-0690-5","Article"
"High-level software requirements and iteration changes: a predictive model","Empirical Software Engineering","","24","3","10.1007/s10664-018-9656-z","Kelly BlincoeAli DehghanAbdoul-Djawadou SalaouAdam NealJohan LinakerDaniela Damian","2019","http://link.springer.com/article/10.1007/s10664-018-9656-z","Article"
"Semantic topic models for source code analysis","Empirical Software Engineering","","22","4","10.1007/s10664-016-9473-1","Anas MahmoudGary Bradshaw","2017","http://link.springer.com/article/10.1007/s10664-016-9473-1","Article"
"The Android OS stack and its vulnerabilities: an empirical study","Empirical Software Engineering","","24","4","10.1007/s10664-019-09689-7","Alejandro Mazuera-RozoJairo Bautista-MoraMario Linares-VásquezSandra RuedaGabriele Bavota","2019","http://link.springer.com/article/10.1007/s10664-019-09689-7","Article"
"Exception handling bug hazards in Android","Empirical Software Engineering","","22","3","10.1007/s10664-016-9443-7","Roberta CoelhoLucas AlmeidaGeorgios GousiosArie van DeursenChristoph Treude","2017","http://link.springer.com/article/10.1007/s10664-016-9443-7","Article"
"Breaking the 
                
                  
                
                $$\log n$$
                
                  
                    
                      log
                      n
                    
                  
                
               barrier on rumor spreading","Distributed Computing","","31","6","10.1007/s00446-017-0312-4","Chen AvinRobert Elsässer","2018","http://link.springer.com/article/10.1007/s00446-017-0312-4","Article"
"A model for estimating change propagation in software","Software Quality Journal","","26","2","10.1007/s11219-017-9358-6","Kecia A. M. FerreiraMariza A. S. BigonhaRoberto S. BigonhaBernardo N. de LimaBárbara M. GomesLuiz Felipe O. Mendes","2018","http://link.springer.com/article/10.1007/s11219-017-9358-6","Article"
"Efficient Methods for Trace Analysis Parallelization","International Journal of Parallel Programming","","47","5 - 6","10.1007/s10766-019-00631-4","Fabien Reumont-LockeNaser Ezzati-JivanMichel R. Dagenais","2019","http://link.springer.com/article/10.1007/s10766-019-00631-4","Article"
"ArchReco: a software tool to assist software design based on context aware recommendations of design patterns","Journal of Software Engineering Research and Development","","5","1","10.1186/s40411-017-0036-y","George A. SielisAimilia TzanavariGeorge A. Papadopoulos","2017","http://link.springer.com/article/10.1186/s40411-017-0036-y","Article"
"Interactive web interfaces modeling, simulation and analysis using Colored Petri Nets","Software & Systems Modeling","","18","1","10.1007/s10270-017-0593-x","Taffarel Brant-RibeiroRafael D. AraújoIgor E. MendonçaMichel S. SoaresRenan G. Cattelan","2019","http://link.springer.com/article/10.1007/s10270-017-0593-x","Article"
"Tracing and Profiling Machine Learning Dataflow Applications on GPU","International Journal of Parallel Programming","","47","5 - 6","10.1007/s10766-019-00630-5","Pierre ZinsMichel Dagenais","2019","http://link.springer.com/article/10.1007/s10766-019-00630-5","Article"
"Cheap talk, cooperation, and trust in global software engineering","Empirical Software Engineering","","21","6","10.1007/s10664-015-9407-3","Yi WangDavid Redmiles","2016","http://link.springer.com/article/10.1007/s10664-015-9407-3","Article"
"Automated functional testing of mobile applications: a systematic mapping study","Software Quality Journal","","27","1","10.1007/s11219-018-9418-6","Porfirio TramontanaDomenico AmalfitanoNicola AmatucciAnna Rita Fasolino","2019","http://link.springer.com/article/10.1007/s11219-018-9418-6","Article"
"Execution of UML models: a systematic review of research and practice","Software & Systems Modeling","","18","3","10.1007/s10270-018-0675-4","Federico CiccozziIvano MalavoltaBran Selic","2019","http://link.springer.com/article/10.1007/s10270-018-0675-4","Article"
"FDR3: a parallel refinement checker for CSP","International Journal on Software Tools for Technology Transfer","","18","2","10.1007/s10009-015-0377-y","Thomas Gibson-RobinsonPhilip ArmstrongAlexandre BoulgakovA. W. Roscoe","2016","http://link.springer.com/article/10.1007/s10009-015-0377-y","Article"
"Assessing and optimizing the performance impact of the just-in-time configuration parameters - a case study on PyPy","Empirical Software Engineering","","24","4","10.1007/s10664-019-09691-z","Yangguang LiZhen Ming (Jack) Jiang","2019","http://link.springer.com/article/10.1007/s10664-019-09691-z","Article"
"Exploring output-based coverage for testing PHP web applications","Automated Software Engineering","","26","1","10.1007/s10515-018-0246-5","Hung Viet NguyenHung Dang PhanChristian KästnerTien N. Nguyen","2019","http://link.springer.com/article/10.1007/s10515-018-0246-5","Article"
"Associating working memory capacity and code change ordering with code review performance","Empirical Software Engineering","","24","4","10.1007/s10664-018-9676-8","Tobias BaumKurt SchneiderAlberto Bacchelli","2019","http://link.springer.com/article/10.1007/s10664-018-9676-8","Article"
"The COCA quality model for user documentation","Software Quality Journal","","24","2","10.1007/s11219-014-9252-4","Bartosz AlchimowiczJerzy R. Nawrocki","2016","http://link.springer.com/article/10.1007/s11219-014-9252-4","Article"
"Studying high impact fix-inducing changes","Empirical Software Engineering","","21","2","10.1007/s10664-015-9370-z","Ayse Tosun MisirliEmad ShihabYasukata Kamei","2016","http://link.springer.com/article/10.1007/s10664-015-9370-z","Article"
"Towards a Cloud Computing Paradigm for Big Data Analysis in Smart Cities","Programming and Computer Software","","44","3","10.1134/S0361768818030052","R. MassobrioS. NesmachnowA. TchernykhA. AvetisyanG. Radchenko","2018","http://link.springer.com/article/10.1134/S0361768818030052","Article"
"Big Data and software engineering: prospects for mutual enrichment","Iran Journal of Computer Science","","1","1","10.1007/s42044-017-0003-0","Timothy Arndt","2018","http://link.springer.com/article/10.1007/s42044-017-0003-0","Article"
"Decentralized Data Storages: Technologies of Construction","Programming and Computer Software","","44","5","10.1134/S0361768818050067","A. P. KryukovA. P. Demichev","2018","http://link.springer.com/article/10.1134/S0361768818050067","Article"
"Patterns and tools for business process monitoring customization","Service Oriented Computing and Applications","","10","3","10.1007/s11761-015-0185-y","Marco ComuzziSamuil Angelov","2016","http://link.springer.com/article/10.1007/s11761-015-0185-y","Article"
"The last line effect explained","Empirical Software Engineering","","22","3","10.1007/s10664-016-9489-6","Moritz BellerAndy ZaidmanAndrey KarpovRolf A. Zwaan","2017","http://link.springer.com/article/10.1007/s10664-016-9489-6","Article"
"Cross-project code clones in GitHub","Empirical Software Engineering","","24","3","10.1007/s10664-018-9648-z","Mohammad GharehyazieBaishakhi RayMehdi KeshaniMasoumeh Soleimani ZavoshtAbbas HeydarnooriVladimir Filkov","2019","http://link.springer.com/article/10.1007/s10664-018-9648-z","Article"
"Effective application of process improvement patterns to business processes","Software & Systems Modeling","","15","2","10.1007/s10270-014-0443-z","Matthias LohrmannManfred Reichert","2016","http://link.springer.com/article/10.1007/s10270-014-0443-z","Article"
"Hybrid Model for Efficient Anomaly Detection in Short-timescale GWAC Light Curves and Similar Datasets","Programming and Computer Software","","45","8","10.1134/S0361768819080176","Y. SunZ. ZhaoX. MaZ. Du","2019","http://link.springer.com/article/10.1134/S0361768819080176","Article"
"Cost-aware scheduling for ensuring software performance and reliability under heterogeneous workloads of hybrid cloud","Automated Software Engineering","","26","1","10.1007/s10515-019-00252-8","Chunlin LiJianhang TangYoulong Luo","2019","http://link.springer.com/article/10.1007/s10515-019-00252-8","Article"
"Cross project defect prediction for open source software","International Journal of Information Technology","","","","10.1007/s41870-019-00299-6","Anushree AgrawalRuchika Malhotra","2019","http://link.springer.com/article/10.1007/s41870-019-00299-6","Article"
"Inferring physical units in formal models","Software & Systems Modeling","","16","1","10.1007/s10270-015-0458-0","Sebastian KringsMichael Leuschel","2017","http://link.springer.com/article/10.1007/s10270-015-0458-0","Article"
"EdSketch: execution-driven sketching for Java","International Journal on Software Tools for Technology Transfer","","21","3","10.1007/s10009-019-00512-8","Jinru HuaYushan ZhangYuqun ZhangSarfraz Khurshid","2019","http://link.springer.com/article/10.1007/s10009-019-00512-8","Article"
"Understanding the motivations, challenges and needs of Blockchain software developers: a survey","Empirical Software Engineering","","24","4","10.1007/s10664-019-09708-7","Amiangshu BosuAnindya IqbalRifat ShahriyarPartha Chakraborty","2019","http://link.springer.com/article/10.1007/s10664-019-09708-7","Article"
"Automated refinement of models for model-based testing using exploratory testing","Software Quality Journal","","25","3","10.1007/s11219-016-9338-2","Ceren Şahin GebizliHasan Sözer","2017","http://link.springer.com/article/10.1007/s11219-016-9338-2","Article"
"Efficient randomized test-and-set implementations","Distributed Computing","","32","6","10.1007/s00446-019-00349-z","George GiakkoupisPhilipp Woelfel","2019","http://link.springer.com/article/10.1007/s00446-019-00349-z","Article"
"Mock objects for testing java systems","Empirical Software Engineering","","24","3","10.1007/s10664-018-9663-0","Davide SpadiniMaurício AnicheMagiel BruntinkAlberto Bacchelli","2019","http://link.springer.com/article/10.1007/s10664-018-9663-0","Article"
"FastTagRec: fast tag recommendation for software information sites","Automated Software Engineering","","25","4","10.1007/s10515-018-0239-4","Jin LiuPingyi ZhouZijiang YangXiao LiuJohn Grundy","2018","http://link.springer.com/article/10.1007/s10515-018-0239-4","Article"
"Computing large independent sets in a single round","Distributed Computing","","31","1","10.1007/s00446-017-0298-y","Magnús M. HalldórssonChristian Konrad","2018","http://link.springer.com/article/10.1007/s00446-017-0298-y","Article"
"Communication-efficient randomized consensus","Distributed Computing","","31","6","10.1007/s00446-017-0315-1","Dan AlistarhJames AspnesValerie KingJared Saia","2018","http://link.springer.com/article/10.1007/s00446-017-0315-1","Article"
"A probabilistic argumentation framework for reinforcement learning agents","Autonomous Agents and Multi-Agent Systems","","33","1 - 2","10.1007/s10458-019-09404-2","Régis RiveretYang GaoGuido GovernatoriAntonino RotoloJeremy PittGiovanni Sartor","2019","http://link.springer.com/article/10.1007/s10458-019-09404-2","Article"
"Pieces of contextual information suitable for predicting co-changes? An empirical study","Software Quality Journal","","27","4","10.1007/s11219-019-09456-3","Igor Scaliante WieseRodrigo Takashi KurodaIgor SteinmacherGustavo Ansaldi OlivaReginaldo RéChristoph TreudeMarco Aurelio Gerosa","2019","http://link.springer.com/article/10.1007/s11219-019-09456-3","Article"
"Clone detection in MATLAB Stateflow models","Software Quality Journal","","24","4","10.1007/s11219-015-9296-0","Jian ChenThomas R. DeanManar H. Alalfi","2016","http://link.springer.com/article/10.1007/s11219-015-9296-0","Article"
"An empirical study on the impact of AspectJ on software evolvability","Empirical Software Engineering","","23","4","10.1007/s10664-017-9580-7","Adam Przybyłek","2018","http://link.springer.com/article/10.1007/s10664-017-9580-7","Article"
"A secure technique for unstructured big data using clustering method","International Journal of Information Technology","","","","10.1007/s41870-019-00278-x","Md Tabrez NafisRanjit Biswas","2019","http://link.springer.com/article/10.1007/s41870-019-00278-x","Article"
"The life-cycle of merge conflicts: processes, barriers, and strategies","Empirical Software Engineering","","24","5","10.1007/s10664-018-9674-x","Nicholas NelsonCaius BrindescuShane McKeeAnita SarmaDanny Dig","2019","http://link.springer.com/article/10.1007/s10664-018-9674-x","Article"
"Equivalence checking of Petri net models of programs using static and dynamic cut-points","Acta Informatica","","56","4","10.1007/s00236-018-0320-2","Soumyadip BandyopadhyayDipankar SarkarChittaranjan Mandal","2019","http://link.springer.com/article/10.1007/s00236-018-0320-2","Article"
"Stateless model checking of the Linux kernel’s read–copy update (RCU)","International Journal on Software Tools for Technology Transfer","","21","3","10.1007/s10009-019-00514-6","Michalis KokologiannakisKonstantinos Sagonas","2019","http://link.springer.com/article/10.1007/s10009-019-00514-6","Article"
"Model-driven generation of runtime checks for system properties","International Journal on Software Tools for Technology Transfer","","18","1","10.1007/s10009-014-0325-2","Mauro PezzéJochen Wuttke","2016","http://link.springer.com/article/10.1007/s10009-014-0325-2","Article"
"Smoothed analysis of dynamic networks","Distributed Computing","","31","4","10.1007/s00446-017-0300-8","Michael DinitzJeremy T. FinemanSeth GilbertCalvin Newport","2018","http://link.springer.com/article/10.1007/s00446-017-0300-8","Article"
"Working software over comprehensive documentation – Rationales of agile teams for artefacts usage","Journal of Software Engineering Research and Development","","6","1","10.1186/s40411-018-0051-7","Gerard WagenaarSietse OverbeekGarm LucassenSjaak BrinkkemperKurt Schneider","2018","http://link.springer.com/article/10.1186/s40411-018-0051-7","Article"
"Coqoon","International Journal on Software Tools for Technology Transfer","","20","2","10.1007/s10009-017-0457-2","Alexander FaithfullJesper BengtsonEnrico TassiCarst Tankink","2018","http://link.springer.com/article/10.1007/s10009-017-0457-2","Article"
"Randomized proof-labeling schemes","Distributed Computing","","32","3","10.1007/s00446-018-0340-8","Pierre FraigniaudBoaz Patt-ShamirMor Perry","2019","http://link.springer.com/article/10.1007/s00446-018-0340-8","Article"
