Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Static analysis for discovering IoT vulnerabilities","International Journal on Software Tools for Technology Transfer","","23","1","10.1007/s10009-020-00592-x","Pietro FerraraAmit Kr MandalAgostino CortesiFausto Spoto","2021","http://link.springer.com/article/10.1007/s10009-020-00592-x","Article"
"Concurrent disjoint set union","Distributed Computing","","","","10.1007/s00446-020-00388-x","Siddhartha V. JayantiRobert E. Tarjan","2021","http://link.springer.com/article/10.1007/s00446-020-00388-x","Article"
"A distributable event-oriented architecture for activity recognition in smart homes","Journal of Reliable Intelligent Environments","","","","10.1007/s40860-020-00125-y","Cédric DemongivertKévin BouchardSébastien GabouryBruno BouchardMaxime LussierMaxime ParenteauCatherine LalibertéMélanie CoutureNathalie BierSylvain Giroux","2021","http://link.springer.com/article/10.1007/s40860-020-00125-y","Article"
"IIAG: a data-driven and theory-inspired approach for advising how to interact with new remote collaborators in OSS teams","Automated Software Engineering","","28","2","10.1007/s10515-021-00283-0","Yi WangDavid Redmiles","2021","http://link.springer.com/article/10.1007/s10515-021-00283-0","Article"
"Towards a fictional collective programming scenario: an approach based on the EIF loop","Empirical Software Engineering","","25","5","10.1007/s10664-020-09850-7","Chunhui WangWei ZhangHaiyan ZhaoZhi Jin","2020","http://link.springer.com/article/10.1007/s10664-020-09850-7","Article"
"The ‘as code’ activities: development anti-patterns for infrastructure as code","Empirical Software Engineering","","25","5","10.1007/s10664-020-09841-8","Akond RahmanEffat FarhanaLaurie Williams","2020","http://link.springer.com/article/10.1007/s10664-020-09841-8","Article"
"API compatibility issues in Android: Causes and effectiveness of data-driven detection techniques","Empirical Software Engineering","","25","6","10.1007/s10664-020-09877-w","Simone ScalabrinoGabriele BavotaMario Linares-VásquezValentina PiantadosiMichele LanzaRocco Oliveto","2020","http://link.springer.com/article/10.1007/s10664-020-09877-w","Article"
"Bootstrapping MDE development from ROS manual code: Part 2—Model generation and leveraging models at runtime","Software and Systems Modeling","","","","10.1007/s10270-021-00873-2","Nadia Hammoudeh GarcíaHarshavardhan DeshpandeAndré SantosBjörn KahlMirko Bordignon","2021","http://link.springer.com/article/10.1007/s10270-021-00873-2","Article"
"On the relation between Github communication activity and merge conflicts","Empirical Software Engineering","","25","1","10.1007/s10664-019-09774-x","Gustavo ValeAngelika SchmidAlcemir Rodrigues SantosEduardo Santana de AlmeidaSven Apel","2020","http://link.springer.com/article/10.1007/s10664-019-09774-x","Article"
"Validation of the Hybrid ERTMS/ETCS Level 3 using Spin","International Journal on Software Tools for Technology Transfer","","22","3","10.1007/s10009-019-00539-x","Paolo ArcainiJan KofroňPavel Ježek","2020","http://link.springer.com/article/10.1007/s10009-019-00539-x","Article"
"What are the characteristics of popular APIs? A large-scale study on Java, Android, and 165 libraries","Software Quality Journal","","28","2","10.1007/s11219-019-09476-z","Caroline LimaAndre Hora","2020","http://link.springer.com/article/10.1007/s11219-019-09476-z","Article"
"The complexity of leader election in diameter-two networks","Distributed Computing","","33","2","10.1007/s00446-019-00354-2","Soumyottam ChatterjeeGopal PanduranganPeter Robinson","2020","http://link.springer.com/article/10.1007/s00446-019-00354-2","Article"
"On the Removal of Feature Toggles","Empirical Software Engineering","","26","2","10.1007/s10664-020-09902-y","Juan HoyosRabe AbdalkareemSuhaib MujahidEmad ShihabAlbeiro Espinosa Bedoya","2021","http://link.springer.com/article/10.1007/s10664-020-09902-y","Article"
"CGT-FL: using cooperative game theory to effective fault localization in presence of coincidental correctness","Empirical Software Engineering","","25","5","10.1007/s10664-020-09859-y","Farid Feyzi","2020","http://link.springer.com/article/10.1007/s10664-020-09859-y","Article"
"Strategies to manage quality requirements in agile software development: a multiple case study","Empirical Software Engineering","","26","2","10.1007/s10664-020-09903-x","Pertti KarhapääWoubshet BehutiyePilar RodríguezMarkku OivoDolors CostalXavier FranchSanja AaramaaMichał ChoraśJari PartanenAntonin Abherve","2021","http://link.springer.com/article/10.1007/s10664-020-09903-x","Article"
"Predicting software defect type using concept-based classification","Empirical Software Engineering","","25","2","10.1007/s10664-019-09779-6","Sangameshwar PatilB. Ravindran","2020","http://link.springer.com/article/10.1007/s10664-019-09779-6","Article"
"The computational structure of progress conditions and shared objects","Distributed Computing","","33","2","10.1007/s00446-019-00356-0","Gadi Taubenfeld","2020","http://link.springer.com/article/10.1007/s00446-019-00356-0","Article"
"What do Programmers Discuss about Deep Learning Frameworks","Empirical Software Engineering","","25","4","10.1007/s10664-020-09819-6","Junxiao HanEmad ShihabZhiyuan WanShuiguang DengXin Xia","2020","http://link.springer.com/article/10.1007/s10664-020-09819-6","Article"
"Do code review measures explain the incidence of post-release defects?","Empirical Software Engineering","","25","5","10.1007/s10664-020-09837-4","Andrey KrutauzTapajit DeyPeter C. RigbyAudris Mockus","2020","http://link.springer.com/article/10.1007/s10664-020-09837-4","Article"
"Characterizing the evolution of statically-detectable performance issues of Android apps","Empirical Software Engineering","","25","4","10.1007/s10664-019-09798-3","Teerath DasMassimiliano Di PentaIvano Malavolta","2020","http://link.springer.com/article/10.1007/s10664-019-09798-3","Article"
"On Enabling GDPR Compliance in Business Processes Through Data-Driven Solutions","SN Computer Science","","1","4","10.1007/s42979-020-00215-x","Rashid ZamanMarwan Hassani","2020","http://link.springer.com/article/10.1007/s42979-020-00215-x","Article"
"Broadcast and minimum spanning tree with o(m) messages in the asynchronous CONGEST model","Distributed Computing","","","","10.1007/s00446-020-00387-y","Ali MashreghiValerie King","2021","http://link.springer.com/article/10.1007/s00446-020-00387-y","Article"
"Building adaptive context-aware service-based smart systems","Service Oriented Computing and Applications","","15","1","10.1007/s11761-020-00310-0","Soufiane FaieqRajaa SaidiHamid El GhaziAgnès FrontMoulay Driss Rahmani","2021","http://link.springer.com/article/10.1007/s11761-020-00310-0","Article"
"Design and automation of a COSMIC measurement procedure based on UML models","Software and Systems Modeling","","19","1","10.1007/s10270-019-00731-2","Gabriele De VitoFilomena FerrucciCarmine Gravino","2020","http://link.springer.com/article/10.1007/s10270-019-00731-2","Article"
"An Approach to Mathematically Correlate Timing of Transaction Activity Between Pre-silicon and Post-silicon Environment","SN Computer Science","","1","3","10.1007/s42979-020-0105-x","AnalaS. GayathriRamesh RamaswamyChetan Waghmare","2020","http://link.springer.com/article/10.1007/s42979-020-0105-x","Article"
"Measuring the impact of lexical and structural inconsistencies on developers’ cognitive load during bug localization","Empirical Software Engineering","","25","3","10.1007/s10664-019-09751-4","Sarah FakhouryDevjeet RoyYuzhan MaVenera ArnaoudovaOlusola Adesope","2020","http://link.springer.com/article/10.1007/s10664-019-09751-4","Article"
"Case model landscapes: toward an improved representation of knowledge-intensive processes using the fCM-language","Software and Systems Modeling","","","","10.1007/s10270-021-00885-y","Fernanda Gonzalez-LopezLuise PufahlJorge Munoz-GamaValeria HerskovicMarcos Sepúlveda","2021","http://link.springer.com/article/10.1007/s10270-021-00885-y","Article"
"Understanding and improving the quality and reproducibility of Jupyter notebooks","Empirical Software Engineering","","26","4","10.1007/s10664-021-09961-9","João Felipe PimentelLeonardo MurtaVanessa BraganholoJuliana Freire","2021","http://link.springer.com/article/10.1007/s10664-021-09961-9","Article"
"Hierarchical Relevance Determination based on Information Criterion Minimization","SN Computer Science","","1","4","10.1007/s42979-020-00239-3","Shunsuke HiroseTomotake KozuYingzi JinYuichi Miyamura","2020","http://link.springer.com/article/10.1007/s42979-020-00239-3","Article"
"Improving change prediction models with code smell-related information","Empirical Software Engineering","","25","1","10.1007/s10664-019-09739-0","Gemma CatolinoFabio PalombaFrancesca Arcelli FontanaAndrea De LuciaAndy ZaidmanFilomena Ferrucci","2020","http://link.springer.com/article/10.1007/s10664-019-09739-0","Article"
"Dark Web Traffic Analysis of Cybersecurity Threats Through South African Internet Protocol Address Space","SN Computer Science","","1","5","10.1007/s42979-020-00292-y","C. GokhaleO. O. Olugbara","2020","http://link.springer.com/article/10.1007/s42979-020-00292-y","Article"
"Out of sight, out of mind? How vulnerable dependencies affect open-source projects","Empirical Software Engineering","","26","4","10.1007/s10664-021-09959-3","Gede Artha Azriadi PranaAbhishek SharmaLwin Khin SharDarius FooAndrew E. SantosaAsankhaya SharmaDavid Lo","2021","http://link.springer.com/article/10.1007/s10664-021-09959-3","Article"
"Scen@rist: an approach for verifying self-adaptive systems using runtime scenarios","Software Quality Journal","","28","3","10.1007/s11219-019-09486-x","Rômulo GadelhaLucas VieiraDavi MonteiroFelipe VidalPaulo Henrique Maia","2020","http://link.springer.com/article/10.1007/s11219-019-09486-x","Article"
"Classification of application reviews into software maintenance tasks using data mining techniques","Software Quality Journal","","","","10.1007/s11219-020-09529-8","Assem Al-HawariHassan NajadatRaed Shatnawi","2020","http://link.springer.com/article/10.1007/s11219-020-09529-8","Article"
"Variable order metrics for decision diagrams in system verification","International Journal on Software Tools for Technology Transfer","","22","5","10.1007/s10009-019-00522-6","Elvio G. AmparoreSusanna DonatelliGianfranco Ciardo","2020","http://link.springer.com/article/10.1007/s10009-019-00522-6","Article"
"Promises and challenges of microservices: an exploratory study","Empirical Software Engineering","","26","4","10.1007/s10664-020-09910-y","Yingying WangHarshavardhan KadiyalaJulia Rubin","2021","http://link.springer.com/article/10.1007/s10664-020-09910-y","Article"
"Distributed model validation with Epsilon","Software and Systems Modeling","","","","10.1007/s10270-021-00878-x","Sina MadaniDimitris KolovosRichard F. Paige","2021","http://link.springer.com/article/10.1007/s10270-021-00878-x","Article"
"A Comprehensive Analysis on Image Encryption and Compression Techniques with the Assessment of Performance Evaluation Metrics","SN Computer Science","","2","1","10.1007/s42979-020-00397-4","N. MahendiranC. Deepa","2021","http://link.springer.com/article/10.1007/s42979-020-00397-4","Article"
"Searching String in Big-Data: A Better Approach by Applied Machine Learning","SN Computer Science","","2","3","10.1007/s42979-021-00569-w","Paras Nath SinghTara P. Gowdar","2021","http://link.springer.com/article/10.1007/s42979-021-00569-w","Article"
"Derandomizing local distributed algorithms under bandwidth restrictions","Distributed Computing","","33","3 - 4","10.1007/s00446-020-00376-1","Keren Censor-HillelMerav ParterGregory Schwartzman","2020","http://link.springer.com/article/10.1007/s00446-020-00376-1","Article"
"A hierarchical model for quantifying software security based on static analysis alerts and software metrics","Software Quality Journal","","","","10.1007/s11219-021-09555-0","Miltiadis SiavvasDionysios KehagiasDimitrios TzovarasErol Gelenbe","2021","http://link.springer.com/article/10.1007/s11219-021-09555-0","Article"
"Optimal distributed covering algorithms","Distributed Computing","","","","10.1007/s00446-021-00391-w","Ran Ben-BasatGuy EvenKen-ichi KawarabayashiGregory Schwartzman","2021","http://link.springer.com/article/10.1007/s00446-021-00391-w","Article"
"Improved distributed degree splitting and edge coloring","Distributed Computing","","33","3 - 4","10.1007/s00446-018-00346-8","Mohsen GhaffariJuho HirvonenFabian KuhnYannic MausJukka SuomelaJara Uitto","2020","http://link.springer.com/article/10.1007/s00446-018-00346-8","Article"
"Characteristics of method extractions in Java: a large scale empirical study","Empirical Software Engineering","","25","3","10.1007/s10664-020-09809-8","Andre HoraRomain Robbes","2020","http://link.springer.com/article/10.1007/s10664-020-09809-8","Article"
"Hybrid Data Privacy and Anonymization Algorithms for Smart Health Applications","SN Computer Science","","2","2","10.1007/s42979-021-00547-2","Y. N. FakeeroodeenY. Beeharry","2021","http://link.springer.com/article/10.1007/s42979-021-00547-2","Article"
"Machine Understandable Policies and GDPR Compliance Checking","KI - Künstliche Intelligenz","","34","3","10.1007/s13218-020-00677-4","Piero A. BonattiSabrina KirraneIliana M. PetrovaLuigi Sauro","2020","http://link.springer.com/article/10.1007/s13218-020-00677-4","Article"
"The effect of Bellwether analysis on software vulnerability severity prediction models","Software Quality Journal","","28","4","10.1007/s11219-019-09490-1","Patrick Kwaku KudjoJinfu ChenSolomon MensahRichard AmankwahChristopher Kudjo","2020","http://link.springer.com/article/10.1007/s11219-019-09490-1","Article"
"Model generation of component-based systems","Software Quality Journal","","28","2","10.1007/s11219-019-09485-y","Sébastien SalvaElliott Blot","2020","http://link.springer.com/article/10.1007/s11219-019-09485-y","Article"
"Peer-to-Peer-Based Social Networks: A Comprehensive Survey","SN Computer Science","","1","5","10.1007/s42979-020-00315-8","Newton MasindeKalman Graffi","2020","http://link.springer.com/article/10.1007/s42979-020-00315-8","Article"
"The significance of bug report elements","Empirical Software Engineering","","25","6","10.1007/s10664-020-09882-z","Mozhan SoltaniFelienne HermansThomas Bäck","2020","http://link.springer.com/article/10.1007/s10664-020-09882-z","Article"
"Evaluating the agreement among technical debt measurement tools: building an empirical benchmark of technical debt liabilities","Empirical Software Engineering","","25","5","10.1007/s10664-020-09869-w","Theodoros AmanatidisNikolaos MittasAthanasia MoschouAlexander ChatzigeorgiouApostolos AmpatzoglouLefteris Angelis","2020","http://link.springer.com/article/10.1007/s10664-020-09869-w","Article"
"An automated framework for the extraction of semantic legal metadata from legal texts","Empirical Software Engineering","","26","3","10.1007/s10664-020-09933-5","Amin SleimiNicolas SannierMehrdad SabetzadehLionel BriandMarcello CeciJohn Dann","2021","http://link.springer.com/article/10.1007/s10664-020-09933-5","Article"
"Private and Trustworthy Distributed Lending Model Using Hyperledger Besu","SN Computer Science","","2","2","10.1007/s42979-021-00500-3","Purathani PraitheeshanLei PanRobin Doss","2021","http://link.springer.com/article/10.1007/s42979-021-00500-3","Article"
"Integrated model-driven development of self-adaptive user interfaces","Software and Systems Modeling","","19","5","10.1007/s10270-020-00777-7","Enes YigitbasIvan JovanovikjKai BiermeierStefan SauerGregor Engels","2020","http://link.springer.com/article/10.1007/s10270-020-00777-7","Article"
"Automatically recommending components for issue reports using deep learning","Empirical Software Engineering","","26","2","10.1007/s10664-020-09898-5","Morakot ChoetkiertikulHoa Khanh DamTruyen TranTrang PhamChaiyong RagkhitwetsagulAditya Ghose","2021","http://link.springer.com/article/10.1007/s10664-020-09898-5","Article"
"Mining the use of higher-order functions:","Empirical Software Engineering","","25","6","10.1007/s10664-020-09842-7","Yisen XuFan WuXiangyang JiaLingbo LiJifeng Xuan","2020","http://link.springer.com/article/10.1007/s10664-020-09842-7","Article"
"Dynamic Analysis Method for Concurrency Bugs in Multi-process/Multi-thread Environments","International Journal of Parallel Programming","","48","6","10.1007/s10766-020-00661-3","Jihyun ParkByoungju ChoiSeungyeun Jang","2020","http://link.springer.com/article/10.1007/s10766-020-00661-3","Article"
"Automated patch assessment for program repair at scale","Empirical Software Engineering","","26","2","10.1007/s10664-020-09920-w","He YeMatias MartinezMartin Monperrus","2021","http://link.springer.com/article/10.1007/s10664-020-09920-w","Article"
"How developers engage with static analysis tools in different contexts","Empirical Software Engineering","","25","2","10.1007/s10664-019-09750-5","Carmine VassalloSebastiano PanichellaFabio PalombaSebastian ProkschHarald C. GallAndy Zaidman","2020","http://link.springer.com/article/10.1007/s10664-019-09750-5","Article"
"Patterns Related to Microservice Architecture: a Multivocal Literature Review","Programming and Computer Software","","46","8","10.1134/S0361768820080253","J. A. ValdiviaA. Lora-GonzálezX. LimónK. Cortes-VerdinJ.O. Ocharán-Hernández","2020","http://link.springer.com/article/10.1134/S0361768820080253","Article"
"Why reinventing the wheels? An empirical study on library reuse and re-implementation","Empirical Software Engineering","","25","1","10.1007/s10664-019-09771-0","Bowen XuLe AnFerdian ThungFoutse KhomhDavid Lo","2020","http://link.springer.com/article/10.1007/s10664-019-09771-0","Article"
"Triple DES: Privacy Preserving in Big Data Healthcare","International Journal of Parallel Programming","","48","3","10.1007/s10766-018-0592-8","R. Ramya DeviV. Vijaya Chamundeeswari","2020","http://link.springer.com/article/10.1007/s10766-018-0592-8","Article"
"CPSDebug: Automatic failure explanation in CPS models","International Journal on Software Tools for Technology Transfer","","","","10.1007/s10009-020-00599-4","Ezio BartocciNiveditha ManjunathLeonardo MarianiCristinel MateisDejan Ničković","2021","http://link.springer.com/article/10.1007/s10009-020-00599-4","Article"
"Building the perfect game – an empirical study of game modifications","Empirical Software Engineering","","25","4","10.1007/s10664-019-09783-w","Daniel LeeDayi LinCor-Paul BezemerAhmed E. Hassan","2020","http://link.springer.com/article/10.1007/s10664-019-09783-w","Article"
"ConfigCrusher: towards white-box performance analysis for configurable systems","Automated Software Engineering","","27","3 - 4","10.1007/s10515-020-00273-8","Miguel VelezPooyan JamshidiFlorian SattlerNorbert SiegmundSven ApelChristian Kästner","2020","http://link.springer.com/article/10.1007/s10515-020-00273-8","Article"
"EXPRL: experience and prediction based load balancing strategy for multi-controller software defined networks","International Journal of Information Technology","","","","10.1007/s41870-019-00408-5","Anuradha BanerjeeD. M. Akbar Hussain","2020","http://link.springer.com/article/10.1007/s41870-019-00408-5","Article"
"Quantitative estimation of side-channel leaks with neural networks","International Journal on Software Tools for Technology Transfer","","","","10.1007/s10009-021-00622-2","Saeid Tizpaz-NiariPavol ČernýSriram SankaranarayananAshutosh Trivedi","2021","http://link.springer.com/article/10.1007/s10009-021-00622-2","Article"
"Assessing practitioner beliefs about software engineering","Empirical Software Engineering","","26","4","10.1007/s10664-021-09957-5","N. C. ShrikanthWilliam NicholsFahmid Morshed FahidTim Menzies","2021","http://link.springer.com/article/10.1007/s10664-021-09957-5","Article"
"Investigating design anti-pattern and design pattern mutations and their change- and fault-proneness","Empirical Software Engineering","","26","1","10.1007/s10664-020-09900-0","Zeinab Azadeh KermansaraviMd Saidur RahmanFoutse KhomhFehmi JaafarYann-Gaël Guéhéneuc","2021","http://link.springer.com/article/10.1007/s10664-020-09900-0","Article"
"Choosing function sets with better generalisation performance for symbolic regression models","Genetic Programming and Evolvable Machines","","22","1","10.1007/s10710-020-09391-4","Miguel NicolauAlexandros Agapitos","2021","http://link.springer.com/article/10.1007/s10710-020-09391-4","Article"
"From analytical purposes to data visualizations: a decision process guided by a conceptual framework and eye tracking","Software and Systems Modeling","","19","3","10.1007/s10270-019-00742-z","Jens GuldenAndrea BurattinAmine A. AndaloussiBarbara Weber","2020","http://link.springer.com/article/10.1007/s10270-019-00742-z","Article"
"Confidential gossip","Distributed Computing","","33","5","10.1007/s00446-019-00367-x","Chryssis GeorgiouSeth GilbertDariusz R. Kowalski","2020","http://link.springer.com/article/10.1007/s00446-019-00367-x","Article"
"Deep code comment generation with hybrid lexical and syntactical information","Empirical Software Engineering","","25","3","10.1007/s10664-019-09730-9","Xing HuGe LiXin XiaDavid LoZhi Jin","2020","http://link.springer.com/article/10.1007/s10664-019-09730-9","Article"
"Redundancy in distributed proofs","Distributed Computing","","34","2","10.1007/s00446-020-00386-z","Laurent FeuilloleyPierre FraigniaudJuho HirvonenAmi PazMor Perry","2021","http://link.springer.com/article/10.1007/s00446-020-00386-z","Article"
"Secure VM management with strong user binding in semi-trusted clouds","Journal of Cloud Computing","","9","1","10.1186/s13677-020-0152-9","Keisuke InokuchiKenichi Kourai","2020","http://link.springer.com/article/10.1186/s13677-020-0152-9","Article"
"Early-stage analysis of cyber-physical production systems through collaborative modelling","Software and Systems Modeling","","19","3","10.1007/s10270-019-00753-w","Mihai NeghinaConstantin-Bala ZamfirescuKen Pierce","2020","http://link.springer.com/article/10.1007/s10270-019-00753-w","Article"
"Distributed exploration of dynamic rings","Distributed Computing","","33","1","10.1007/s00446-018-0339-1","G. Di LunaS. DobrevP. FlocchiniN. Santoro","2020","http://link.springer.com/article/10.1007/s00446-018-0339-1","Article"
"CEViNEdit: improving the process of creating cognitively effective graphical editors with GMF","Software and Systems Modeling","","","","10.1007/s10270-020-00833-2","David GranadaJuan M. VaraMercedes MerayoEsperanza Marcos","2020","http://link.springer.com/article/10.1007/s10270-020-00833-2","Article"
"CROKAGE: effective solution recommendation for programming tasks by leveraging crowd knowledge","Empirical Software Engineering","","25","6","10.1007/s10664-020-09863-2","Rodrigo Fernandes Gomes da SilvaChanchal K. RoyMohammad Masudur RahmanKevin A. SchneiderKlérisson PaixãoCarlos Eduardo de Carvalho DantasMarcelo de Almeida Maia","2020","http://link.springer.com/article/10.1007/s10664-020-09863-2","Article"
"On the impact of using trivial packages: an empirical case study on npm and PyPI","Empirical Software Engineering","","25","2","10.1007/s10664-019-09792-9","Rabe AbdalkareemVinicius OdaSuhaib MujahidEmad Shihab","2020","http://link.springer.com/article/10.1007/s10664-019-09792-9","Article"
"An empirical study on predictability of software maintainability using imbalanced data","Software Quality Journal","","28","4","10.1007/s11219-020-09525-y","Ruchika MalhotraKusum Lata","2020","http://link.springer.com/article/10.1007/s11219-020-09525-y","Article"
"An empirical characterization of bad practices in continuous integration","Empirical Software Engineering","","25","2","10.1007/s10664-019-09785-8","Fiorella ZampettiCarmine VassalloSebastiano PanichellaGerardo CanforaHarald GallMassimiliano Di Penta","2020","http://link.springer.com/article/10.1007/s10664-019-09785-8","Article"
"What is a process model composed of?","Software and Systems Modeling","","","","10.1007/s10270-020-00847-w","Greta AdamoChiara GhidiniChiara Di Francescomarino","2021","http://link.springer.com/article/10.1007/s10270-020-00847-w","Article"
"Machine Learning Based Activity Learning for Behavioral Contexts in Internet of Things (IoT)","Programming and Computer Software","","46","8","10.1134/S0361768820080204","Muhammad SafyanSohail SarwarZia Ul QayyumMuddasar IqbalShancang LiMuhammad Kashif","2020","http://link.springer.com/article/10.1134/S0361768820080204","Article"
"Accelerating DES and AES Algorithms for a Heterogeneous Many-core Processor","International Journal of Parallel Programming","","49","3","10.1007/s10766-021-00692-4","Biao XingDanDan WangYongquan YangZhiqiang WeiJiajing WuCuihua He","2021","http://link.springer.com/article/10.1007/s10766-021-00692-4","Article"
"Software Product Quality Models, Developments, Trends, and Evaluation","SN Computer Science","","1","3","10.1007/s42979-020-00140-z","Tamas GalliFrancisco ChiclanaFrancois Siewe","2020","http://link.springer.com/article/10.1007/s42979-020-00140-z","Article"
"What can be sampled locally?","Distributed Computing","","33","3 - 4","10.1007/s00446-018-0332-8","Weiming FengYuxin SunYitong Yin","2020","http://link.springer.com/article/10.1007/s00446-018-0332-8","Article"
"Container orchestration on HPC systems through Kubernetes","Journal of Cloud Computing","","10","1","10.1186/s13677-021-00231-z","Naweiluo ZhouYiannis GeorgiouMarcin PospiesznyLi ZhongHuan ZhouChristoph NiethammerBranislav PejakOskar MarkoDennis Hoppe","2021","http://link.springer.com/article/10.1186/s13677-021-00231-z","Article"
"Evaluating the DevOps Reference Architecture for Multi-cloud IoT-Applications","SN Computer Science","","2","2","10.1007/s42979-021-00519-6","Georges Bou GhantousAsif Qumer Gill","2021","http://link.springer.com/article/10.1007/s42979-021-00519-6","Article"
"Commit2Vec: Learning Distributed Representations of Code Changes","SN Computer Science","","2","3","10.1007/s42979-021-00566-z","Rocío Cabrera LozoyaArnaud BaumannAntonino SabettaMichele Bezzi","2021","http://link.springer.com/article/10.1007/s42979-021-00566-z","Article"
"A systemic framework for crowdsourced test report quality assessment","Empirical Software Engineering","","25","2","10.1007/s10664-019-09793-8","Xin ChenHe JiangXiaochen LiLiming NieDongjin YuTieke HeZhenyu Chen","2020","http://link.springer.com/article/10.1007/s10664-019-09793-8","Article"
"Toward a methodology for case modeling","Software and Systems Modeling","","19","6","10.1007/s10270-019-00766-5","Marcin HeweltLuise PufahlSankalita MandalFelix WolffMathias Weske","2020","http://link.springer.com/article/10.1007/s10270-019-00766-5","Article"
"GenAtSeq GAN with Heuristic Reforms for Knowledge Centric Network with Browsing Characteristics Learning, Individual Tracking and Malware Detection with Website2Vec","SN Computer Science","","1","4","10.1007/s42979-020-00234-8","Chiranjib Sur","2020","http://link.springer.com/article/10.1007/s42979-020-00234-8","Article"
"Robust Smart Grid Monitoring Network Based on Direct Sequence Spread Spectrum Intelligence","SN Computer Science","","1","2","10.1007/s42979-020-0112-y","Arvind P. KadamS. G. Ankaliki","2020","http://link.springer.com/article/10.1007/s42979-020-0112-y","Article"
"Current and future of software services in smart manufacturing","Service Oriented Computing and Applications","","14","2","10.1007/s11761-020-00293-y","Hongming CaiLihong JiangKuo-Ming Chao","2020","http://link.springer.com/article/10.1007/s11761-020-00293-y","Article"
"Verification and refutation of C programs based on k-induction and invariant inference","International Journal on Software Tools for Technology Transfer","","","","10.1007/s10009-020-00564-1","Omar M. AlhawiHerbert RochaMikhail R. GadelhaLucas C. CordeiroEddie Batista","2020","http://link.springer.com/article/10.1007/s10009-020-00564-1","Article"
"Bridging proprietary modelling and open-source model management tools: the case of PTC Integrity Modeller and Epsilon","Software and Systems Modeling","","19","1","10.1007/s10270-019-00732-1","Athanasios ZolotasHoracio Hoyos RodriguezStuart HutchessonBeatriz Sanchez PinaAlan GriggMole LiDimitrios S. KolovosRichard F. Paige","2020","http://link.springer.com/article/10.1007/s10270-019-00732-1","Article"
"A new enhanced cyber security framework for medical cyber physical systems","SICS Software-Intensive Cyber-Physical Systems","","","","10.1007/s00450-021-00427-3","Ishaani PriyadarshiniRaghvendra KumarLe Minh TuanLe Hoang SonHoang Viet LongRohit SharmaSakshi Rai","2021","http://link.springer.com/article/10.1007/s00450-021-00427-3","Article"
"Integration testing for robotic systems","Software Quality Journal","","","","10.1007/s11219-020-09535-w","Maria A. S. BritoSimone R. S. SouzaPaulo S. L. Souza","2020","http://link.springer.com/article/10.1007/s11219-020-09535-w","Article"
"Communication complexity of approximate maximum matching in the message-passing model","Distributed Computing","","33","6","10.1007/s00446-020-00371-6","Zengfeng HuangBozidar RadunovicMilan VojnovicQin Zhang","2020","http://link.springer.com/article/10.1007/s00446-020-00371-6","Article"
"Improved deterministic distributed matching via rounding","Distributed Computing","","33","3 - 4","10.1007/s00446-018-0344-4","Manuela Fischer","2020","http://link.springer.com/article/10.1007/s00446-018-0344-4","Article"
"GreenHub: a large-scale collaborative dataset to battery consumption analysis of android devices","Empirical Software Engineering","","26","3","10.1007/s10664-020-09925-5","Rui PereiraHugo MatalongaMarco CoutoFernando CastorBruno CabralPedro CarvalhoSimão Melo de SousaJoão Paulo Fernandes","2021","http://link.springer.com/article/10.1007/s10664-020-09925-5","Article"
"Enhancement Sushisen algorithms in Images analysis Technologies to increase computerized tomography images","International Journal of Information Technology","","","","10.1007/s41870-020-00429-5","P. SenthilM. SuganyaIshwar BaidariS. P. Sajjan","2020","http://link.springer.com/article/10.1007/s41870-020-00429-5","Article"
"LIMES: A Framework for Link Discovery on the Semantic Web","KI - Künstliche Intelligenz","","","","10.1007/s13218-021-00713-x","Axel-Cyrille Ngonga NgomoMohamed Ahmed SherifKleanthi GeorgalaMofeed Mohamed HassanKevin DreßlerKlaus LykoDaniel ObraczkaTommaso Soru","2021","http://link.springer.com/article/10.1007/s13218-021-00713-x","Article"
"In-Memory Cache and Intra-Node Combiner Approaches for Optimizing Execution Time in High-Performance Computing","SN Computer Science","","1","2","10.1007/s42979-020-0089-6","D. C. VinuthaG. T. Raju","2020","http://link.springer.com/article/10.1007/s42979-020-0089-6","Article"
"Meta-analysis for families of experiments in software engineering: a systematic review and reproducibility and validity assessment","Empirical Software Engineering","","25","1","10.1007/s10664-019-09747-0","Barbara KitchenhamLech MadeyskiPearl Brereton","2020","http://link.springer.com/article/10.1007/s10664-019-09747-0","Article"
"The virtual lands of Oz: testing an agribot in simulation","Empirical Software Engineering","","25","3","10.1007/s10664-020-09800-3","Clément RobertThierry SotiropoulosHélène WaeselynckJérémie GuiochetSimon Vernhes","2020","http://link.springer.com/article/10.1007/s10664-020-09800-3","Article"
"Model-based cloud resource management with TOSCA and OCCI","Software and Systems Modeling","","","","10.1007/s10270-021-00869-y","Stéphanie ChallitaFabian KorteJohannes ErbelFaiez ZalilaJens GrabowskiPhilippe Merle","2021","http://link.springer.com/article/10.1007/s10270-021-00869-y","Article"
"Distributed data hiding in multi-cloud storage environment","Journal of Cloud Computing","","9","1","10.1186/s13677-020-00208-4","Leonel Moyou MetchekaRené Ndoundam","2020","http://link.springer.com/article/10.1186/s13677-020-00208-4","Article"
